customer_id,customer_city,customer_state
P6x849izYfjS,viana,ES
szKRoOUkm9Xn,anapolis,GO
5v20FOmnZyQm,curitiba,PR
4vKHgQ0CeUbd,mage,RJ
0Obj5sNfQMB7,santana de parnaiba,SP
4IYxTHYDcE0L,sao paulo,SP
y3oc8djRgWdx,taiobeiras,MG
5jxvffSXUPeu,rio de janeiro,RJ
xDzrGNdcMB7m,guarapuava,PR
PqxVt68b2KPG,curitiba,PR
QSHjYLqdILl5,rio de janeiro,RJ
AvhS9zdbUMVu,rio de janeiro,RJ
AelKwm5XEYFx,belo horizonte,MG
xKLOmrqqumg4,rio de janeiro,RJ
DGtO90I0xSC8,belo horizonte,MG
4EM46M17bA4z,belo horizonte,MG
5AysXBFXUO3L,sao paulo,SP
0d3TgD90FHGi,piraju,SP
m1HOzpAieUOZ,embu-guacu,SP
ZaWeVebA3mfM,sao paulo,SP
H5cRhYJ3FTQL,ribeirao pires,SP
c06vUiGpio18,suzano,SP
sBodnJzBLDDt,brasilia,DF
XAd3gUdpbvg2,fortaleza,CE
X0Ak22yCGgCx,sao paulo,SP
LQL05plyx9y8,florianopolis,SC
wrMSOgSgQJAj,sao paulo,SP
bszPsHNtbhtt,rio de janeiro,RJ
bqToOWSjeMSz,valinhos,SP
lWyIjzWqRZZG,santo andre,SP
jHyLivDtiAJC,careacu,MG
G8UW8b0WUNXs,franca,SP
aopGXdSP3W4Q,barueri,SP
po8jfaDJMTJc,sao paulo,SP
EqI0jVvpAr8S,sao paulo,SP
V8BH5a6FJTW0,brasilia,DF
RbSTSCYS2ALM,pedras de fogo,PB
YdI0vbQTBRK9,sao paulo,SP
PQvrELJJZ0qs,belo horizonte,MG
pG82Ae6fQuy6,rio de janeiro,RJ
Ww0iKDlS8Le0,sao paulo,SP
qNUtSm6cPZVE,guarulhos,SP
nfi1xv6zc9aL,campinorte,GO
hujsoLwsis2O,jacarei,SP
PMpXQyRZ4fUY,santo andre,SP
NcRQcgCHnNQG,alianca do tocantins,TO
nuOzxlNmo8bf,caceres,MT
m5cDIwhXMENl,sorocaba,SP
u44lYmHrhqZJ,sao paulo,SP
mxJjfusGEw0g,sao paulo,SP
Kow6DEabVSwG,sao paulo,SP
TgLZleUlIEec,sao paulo,SP
ba05VEbM0ZfD,sao jose dos campos,SP
1oPksd4aOwEG,santana do livramento,RS
4SCvpjc51bOc,macae,RJ
Pfm0x7ClkL2d,natal,RN
y3IUzV0UoIYD,sao paulo,SP
CtDO6ILBRqoq,sao goncalo,RJ
YNx3BaqJdsEg,taboao da serra,SP
NxlVEHrvW19W,matozinhos,MG
34M7NBaNxCJS,mogi mirim,SP
EurS6X3wsgph,itapipoca,CE
c0LcVxQSYj7R,brasilia,DF
U5I1lBjZFzQt,sao joao da boa vista,SP
zLUoLc656z07,jaguaruna,SC
KTDT7xIIZgUK,vitoria,ES
mzbXokv1J9su,recife,PE
0smtoJES3dMG,niteroi,RJ
zoSfvZ5l0vdm,sao paulo,SP
AuLld8ugHlze,goiania,GO
OBHA9azdX2Pd,caxias do sul,RS
WwMEPSlg69qp,faxinal,PR
SC3YwtBqrkzU,feira de santana,BA
GoILOAoyUMy5,duque de caxias,RJ
iXyuOZNIK2mc,campinas,SP
X78b4L6y1k0g,belo horizonte,MG
Mn4GFjUvDlqe,santo andre,SP
ujgQbEEk5Fgm,campinas,SP
hgFVWEtIMduf,itaquaquecetuba,SP
BHCJh616XERe,olinda,PE
F2cYRgRjksYt,taubate,SP
O9lnniHhPRT1,piracicaba,SP
EMs0NBeG8Bf8,sao pedro da aldeia,RJ
Nlw5gEZ5IJv1,sao paulo,SP
CBDtCeUtP3gI,sao paulo,SP
drQEZjnBMGLH,belo horizonte,MG
QUwzF110bxjD,londrina,PR
9qgovBrlnu1X,valinhos,SP
1kLVhak1NO2U,guarulhos,SP
bZ6WDQYguKaL,sao goncalo,RJ
Ne84n0D0ckjR,bebedouro,SP
ffIcWMexIjwp,formiga,MG
I2qLqPxIWuxl,resende,RJ
th3BAoHp4ukR,goiania,GO
vG0gvLPuU5MM,paulista,PE
KWz4JL9KdGW8,araras,SP
ljGgLnMrZFqr,campos dos goytacazes,RJ
45JqornJnFWW,anapolis,GO
jDU50EdOE4kF,antonina,PR
zhzFfwEZEoqa,sao paulo,SP
EjFsUdkQzNli,ribeirao preto,SP
w1P2xUJdK42m,lorena,SP
SMd35JuZen7b,sao caetano do sul,SP
x0qybq4zF7cI,tres rios,RJ
nyNwCiOqHzSD,celina,ES
SlHgEWPJkjPr,espera feliz,MG
y9Uwi8kgbzJC,jacarei,SP
AtOjxIgNrZKX,fazenda rio grande,PR
nkHoa6ALR84t,trancoso,BA
s1OFoy8F4AQV,hortolandia,SP
X39GBR4xsxH8,cerqueira cesar,SP
4soCo4sVNeFb,mage,RJ
ZORkLFWwPX7q,rio de janeiro,RJ
pqjd2r3IGNSk,araucaria,PR
VDvdqrgbDZDb,minacu,GO
IjGoxBvI5x4N,antonio carlos,MG
WwHi7544VzOw,mairipora,SP
fZAK2Yvx1Pml,sao paulo,SP
NGKVi1uii4Xt,bauru,SP
q8S6tmOtSVlQ,vitoria,ES
y1gQTZOxrNHt,miraguai,RS
vhrIfBbz8Gzc,loanda,PR
puR5ATumemC5,barra mansa,RJ
DLcblCp4YL78,itapipoca,CE
VtneMTfT9pps,sao leopoldo,RS
x8zrfvLeTNbh,jandira,SP
UsSuqWOH5dgB,rio das ostras,RJ
lDnidraRMm1V,sao paulo,SP
gKMdsZB1Oiax,guarulhos,SP
YIBC8p0BR59d,rio branco do sul,PR
NJXMSsFCYI9h,rio de janeiro,RJ
rKfPC9LRFg7Z,rio de janeiro,RJ
hqyVkuAlcdAm,macapa,AP
euXh8LdUv8VY,pirai,RJ
FjjTX9PhGii2,rio de janeiro,RJ
4LSFJKRh8z1u,governador valadares,MG
er5xCZCUEYc4,olinda,PE
316CFqdlVNE7,sao paulo,SP
YAsR43PuSmJf,bage,RS
g08VcTsIFLPK,linhares,ES
TrzmzZa0rO4v,campinas,SP
izfuygX2S9vw,bauru,SP
fzbyW9BJbTWM,rio de janeiro,RJ
7Jxk8C8NjSOn,sao luis,MA
bF4fCn2xtllt,goiania,GO
xKgn4sSYqRGy,nova iguacu,RJ
wnfyTiBtv8b3,divinopolis,MG
rUcEAnacoPV3,sao joao batista,SC
eHU8jnwATpRj,cachoeira do sul,RS
hEMzlTUTSTPW,barra do pirai,RJ
WcJNQ6bFGKL6,vitoria,ES
pH3hZAKH7AMI,peruibe,SP
3f0qocrNHgSG,sao paulo,SP
TYlSoyUg6g68,presidente epitacio,SP
yAChilpuxu5G,rio de janeiro,RJ
qlThjJyRud0M,santa maria,RS
dw0dmnD1zml6,caieiras,SP
8lT8WtBobgkA,virgolandia,MG
I9DNQMSDmqsm,mozarlandia,GO
PnhLYM6fJ5W4,florianopolis,SC
7zkkNCwo7yWi,campinas,SP
zNZd9UwJgp5J,rio de janeiro,RJ
5Cr0U4sK0Ley,campos novos,SC
rUmWvMQtoSnd,jaragua do sul,SC
FzvoyfSl5MDg,ibate,SP
sCUrM3TH4jDC,sao paulo,SP
v2Y8PmnKzWOP,rio de janeiro,RJ
6R7RrS37suJM,sao paulo,SP
KyLEMw6WqZvS,canoas,RS
PsVsk6N5CEn2,sao paulo,SP
HUMWhDayya6g,blumenau,SC
aBRC9eCXgHel,sao paulo,SP
29ttD8J58sHd,sao goncalo,RJ
LEQmxLPqUrwc,blumenau,SC
C5lu7sHUBaR8,brasilia,DF
KK0h9qKO4mUe,esteio,RS
UVcMSbAxlsmZ,recife,PE
xqFO2Ch7d40H,votuporanga,SP
JCLUcHXHwUvy,rio de janeiro,RJ
tmgyDZwgunUP,suzano,SP
5pY1ltSyoNqf,sao joao de meriti,RJ
l3B24vLoFVqK,brasilia,DF
EMH36KFlJ9qW,belo horizonte,MG
FXU74AqPcmTM,sao jose dos campos,SP
lqAQErzBUjPX,minacu,GO
bqsSd6cxK7Qk,jaragua do sul,SC
cnOuCr7D7fso,rio das ostras,RJ
zdHS7uZNixRV,congonhas,MG
7jcKccd6wiTe,santo andre,SP
VBByv8OOXcKh,itirucu,BA
o6r6ZoN7CQoI,sao paulo,SP
yJDefOJDBfwM,osasco,SP
XFyaFUBYOtoz,rio de janeiro,RJ
gnmFDFthOmfN,sao paulo,SP
mQNoA0EhTaRe,sao paulo,SP
rBKc1IGYBVqj,sao paulo,SP
F5BTby2wUHrW,serra,ES
zRHhBz90ZOxs,teresina,PI
WVwo5ERrPql8,campinas,SP
uzUyJBjVdaw9,ferraz de vasconcelos,SP
GmwnEvK1rhXu,sao paulo,SP
hDzQSZn79Ani,sao luis,MA
Ouc0ylVCTawE,pelotas,RS
tRgyEn2mTYcU,porto alegre,RS
GimxQBBtPBS4,juiz de fora,MG
c0SsspPVwfPZ,campo grande,MS
on55lfYqYpYq,santo andre,SP
nPwgtrrQwIVb,araraquara,SP
tsRJMbByw1aF,belem,PA
wvlSuhoZELGm,juiz de fora,MG
lekHrgPMlZNw,taubate,SP
ZXn5yoGIZV99,tijucas,SC
nnbuDeH3WiTc,sao paulo,SP
Q982qcTrM6rO,sao paulo,SP
nXlFXCNh2FJF,rio de janeiro,RJ
Rlu9AAlEn5sT,erechim,RS
x9RfwOrO4vTd,sao paulo,SP
z3dm6aXUHVSb,sao paulo,SP
0K6bUDBmNxZd,nova erechim,SC
Fgh6E0JBI0IU,joao pessoa,PB
dHqiZswtPw8f,ibaiti,PR
yorYvo3j57Iy,santo andre,SP
HwwDM2IqkZ1C,cubatao,SP
TgI5COnaLqfo,rio de janeiro,RJ
Vr9UhddIlKSM,rio de janeiro,RJ
9NwjrZZceISF,rio de janeiro,RJ
SMXW6640ta3V,franco da rocha,SP
v5aLnsPNkr6w,araruama,RJ
fX5xTxQuzhbA,rio de janeiro,RJ
OlEoKE6JJpzZ,canoas,RS
FjsDadSBNhbh,sao paulo,SP
dnfkY8ezrVxd,valinhos,SP
cYAksKWEapzf,curitiba,PR
Rq8OPf2CvHmf,maceio,AL
wMPf2lxxU6ZY,guarapuava,PR
uUeUjBBuGZMg,belo horizonte,MG
Qo8GnIkBmxbi,nova iguacu,RJ
EerMpNv727fs,sao paulo,SP
zMi7isjbVPQO,cachoeiro de itapemirim,ES
H4mts4TbG075,sao bernardo do campo,SP
KZzxlyHRvjpV,ipua,SP
dKLctu2wehhz,rio de janeiro,RJ
bbrnegjKqgPg,rio de janeiro,RJ
x8n4rpS0ksAU,sao paulo,SP
9LYIYYx5aW8O,bom jardim de minas,MG
2pPCBiaoCIc7,rio de janeiro,RJ
1nX7YJfjmeAk,volta redonda,RJ
ZvFxvDmxDzEB,rio de janeiro,RJ
C3YhaTwyOptK,goiania,GO
URoA0dBFYTqq,sao paulo,SP
CBnDYpjEqAi6,marica,RJ
ztK0l3uuDWtK,rio de janeiro,RJ
LB4Esnc9aqyX,santo andre,SP
mDcvde481YUf,sao paulo,SP
Q798aeNseQhc,lagarto,SE
aBjVSwzrmIP7,jacarei,SP
tete2mtnId2d,belo horizonte,MG
rmlrzopN2kmF,cerro grande do sul,RS
8PSF89fqZ07z,sao bernardo do campo,SP
Z6ZlPTXIHQgj,salvador,BA
OKAWNTo9FVHm,guaratingueta,SP
il0Q7cv8xpB4,sao paulo,SP
AkVxXYFgLjTM,santa luzia,MG
T76lDOGuFHHD,sao paulo,SP
zKxVvwfNROJ4,morada nova de minas,MG
tFIpluHK49Dw,osasco,SP
kRkmSb1bB0ZY,rio de janeiro,RJ
72j133cPpZla,guaruja,SP
8LMLkFxzJojP,pindamonhangaba,SP
iIAGHeS7sluh,itumbiara,GO
yxZYxJEq9qMC,sao paulo,SP
yMSL0eXr3idA,sao bernardo do campo,SP
6PmRcWuDOYTu,patos de minas,MG
Us5OK2Nd5ROV,niteroi,RJ
gawwIHFAa4Ok,sao jose dos campos,SP
0JKWUAiNSC2K,sao paulo,SP
ud7HJPVKtAvR,sao jose,SC
B62UTGnaCmdi,sao paulo,SP
SNKkUwwgDCfQ,iguaracu,PR
onrA1jd30QwJ,taboao da serra,SP
ordLGNrFC2Do,volta redonda,RJ
hGDK7a5tkWqV,palmas,TO
MvTeX2zZANjb,natal,RN
KWLqULGvbJ8B,sao paulo,SP
qtwSsEdbWk8g,campinas,SP
BSL5Cfqgu5Sr,santos,SP
oTM5Am79GJC1,indaiatuba,SP
ZSaw8JH1o8nh,araxa,MG
nHtKI7fclGlm,sao jose do rio preto,SP
75WzBr2FM6lT,assis,SP
g7ud5WrkSzqP,aruja,SP
M21bASfxXNoC,passos,MG
VKx26lRB9kyI,poa,SP
1uTGo0uI8EjH,osasco,SP
HTG78bu8EpwR,jarinu,SP
DY09vrvvgbRw,sao paulo,SP
bSkxfe9fXrM7,rio de janeiro,RJ
AJET1KzaL9Pc,sao paulo,SP
P6RhG2VdFVcT,porto alegre,RS
dttjYEhtHjAT,sao paulo,SP
RmlWg6WIFHsi,emilianopolis,SP
NmVpTC71CayB,sao goncalo,RJ
ISPTvdyXlt5q,sao paulo,SP
82MsSt81n3l0,santos,SP
X4GPb2ftUS1c,santa vitoria,MG
5mNWwGDBzwJt,vila velha,ES
K0yITsZr8V1P,fortaleza,CE
LpXgAYRxK6Wl,uberaba,MG
XlMi0zfNWobN,piedade,SP
tm9oM4YPw57O,sinop,MT
eBP99hNR74hy,sao paulo,SP
0AfxublQpYm1,salvador,BA
vVtMLwro9LKY,serra,ES
bllIPUr4brRa,sao paulo,SP
TAG5F1PNAFcK,aracaju,SE
TBwnog6W1h5o,sao paulo,SP
TfzhoIJmjnHG,campinas,SP
eBAKdKJZ5Rfs,camaragibe,PE
khhl8vUQJiFD,sao paulo,SP
V7b6WWD47Afv,belo horizonte,MG
Zdst2tPaL5xq,cachoeirinha,RS
4idK8Et0cy7R,bom jesus do itabapoana,RJ
BrtHos8dAkJK,rio grande,RS
Irzz8n3VGNna,porto real,RJ
NuYKyyesaVmW,sao paulo,SP
7nvPlncX2Ror,sao paulo,SP
CY7m1VpWj92n,aracaju,SE
aOyh408a0Zs9,juiz de fora,MG
WqjVaYqXQ26P,teresina,PI
4MKPc0yBhjgJ,sao paulo,SP
iZSHV4X49EIX,sao jose do hortencio,RS
Pj2Eo41lCk6l,sao caetano do sul,SP
35wrC4HnLqXx,aracaju,SE
iv0NyroKc7NU,rio de janeiro,RJ
cd8BYN3y0Y21,joinville,SC
x4eXRpWCTkx7,vitoria,ES
XZxe04jNm6To,belem,PA
HdsHah7Litvl,curvelo,MG
NjCijcb9WWiN,mineiros,GO
9NDtvEjbXFi8,duque de caxias,RJ
FaKobpye4N76,sao paulo,SP
8jOAUQaz9EnE,pereira barreto,SP
yKd2CEWCsqgb,itupeva,SP
wx9MqlOTlNxo,salvador,BA
lYTKmY6BpRt0,santana de parnaiba,SP
wHNjgp9jK4Ey,alto boa vista,MT
5lPqrlbwLJLe,piracicaba,SP
vToNhdUzfDAX,cubatao,SP
giwSqoufgvZ6,maringa,PR
LnBX0trsJ2PV,sao paulo,SP
tlqNoaAGNjDj,varzea paulista,SP
fwTJot0iqkxH,sao paulo,SP
iAaoDEvIH77K,sao paulo,SP
Qkw12eGLmDdO,cuiaba,MT
SUVLDAS6QBy6,sao paulo,SP
ewwPSbSfA7KO,mogi das cruzes,SP
hQ3Z1JaJFZQb,sao paulo,SP
4erZ4yQF3cV4,sorocaba,SP
V7139zJvyNkc,curitiba,PR
nBGnW6JjGf5X,trindade,GO
1FmZ0w4338cb,sao paulo,SP
AkSm8HMW0zxM,cachoeirinha,RS
LsoziXiV0Akh,tubarao,SC
EPhcBy4ceDrv,natal,RN
MUxkVcVOeC8A,ilopolis,RS
NXsEwIPt28kY,sao joao da boa vista,SP
dnO7YgqjPZFU,araraquara,SP
EdZK2ikxY53A,pindamonhangaba,SP
FX9Sl6ntw04f,belo horizonte,MG
1a6Qbxvyc9Qf,aragarcas,GO
l3k8kXFb2y4X,belo horizonte,MG
2O3diyUXQw31,barra mansa,RJ
0Ug66DIFeqix,chapeco,SC
wVtANmHbodYE,serra,ES
f8jHUKQ56Yd0,petrolina,PE
Ggtm26MnppdM,sao paulo,SP
SGiWilHKdxlN,rio de janeiro,RJ
KaUGUZbA4Wvh,sao paulo,SP
mvdjjcPReIXD,gastao vidigal,SP
KRzMWHsKrqTP,betim,MG
jDlYIIubi4tb,lourdes,SP
fY6UAyC9jlmW,anchieta,ES
PTfR1eCRPwkZ,osasco,SP
uujHjGfG5Py3,conselheiro pena,MG
EBnwKWI3uPcw,itumbiara,GO
i00GusCxxuyO,vitoria,ES
FfTddvFFpzfh,novo hamburgo,RS
P4Dd458tVaRx,sao jose dos campos,SP
8IXQGDVmOBln,valenca,BA
f08NLOMN9TXe,rio de janeiro,RJ
Wfl5EV8Oq3Bh,rio de janeiro,RJ
FP3tR2qpCcuS,florianopolis,SC
fbzO4kYCnTbM,formosa,GO
R675pmapeyUD,porto alegre,RS
tFIMYk9URiVE,ipiranga,PR
2yH8NzCNUNki,sorocaba,SP
fyZu7vKEZSDN,maceio,AL
YboNeZQ6Q93J,mogi das cruzes,SP
yOeZiTTbtNlU,chapadinha,MA
gEdY7LZROQBs,florianopolis,SC
ND5yaf5CQsw0,ribeirao preto,SP
UiVPVxrQlnhi,sao paulo,SP
367TA26jbxpm,rio de janeiro,RJ
7lpImfHuRwzg,resende,RJ
naWa0zbPCt1A,presidente medici,RO
z3rnysMuS7Eq,curitiba,PR
oqXeRGSi4Zul,ponte nova,MG
1k43NeowszLW,ribeirao pires,SP
pIkOrQWJItmn,governador valadares,MG
hPt1LmyYQ0in,sao paulo,SP
m8hYuqKGr8PL,frutal,MG
x72UITWZ7JX9,sao jose do rio preto,SP
MmoKfskiOGwt,sao paulo,SP
YMwOEKuVf9z0,dourados,MS
omJacGhjFbqD,volta redonda,RJ
QBIRfh7ZjwDW,brasilia,DF
wqGGOPJJf8DS,araruna,PR
wbpgcnnZr2Ws,belem,PA
icPCZZriBGED,canoas,RS
DKfZuIjJSAMx,campinas,SP
zqXcPSahkyGX,rio de janeiro,RJ
ADG7hsDggK51,fortaleza,CE
Sb6SeA5kdmCS,sao paulo,SP
k8LUjjkH77kd,niteroi,RJ
iyLDE7Nti7iO,navegantes,SC
kqFuKUqwobL9,viamao,RS
PGTQoasi5ANN,sao caetano do sul,SP
Zh9pBFzKR3xI,rio de janeiro,RJ
AIyc1TKXSBE5,belo horizonte,MG
cmAbrHjgmtwl,recife,PE
i4M8JKKEvq5j,mogi das cruzes,SP
TbQEwO888n68,ponta grossa,PR
GYabVuYUsyuY,mogi das cruzes,SP
OMVlY8ZGTrDw,guarulhos,SP
nJZZoX6x6AMW,sao paulo,SP
O48Z8EuWO7VH,embu das artes,SP
F8lz8W9AGRkJ,americana,SP
pZirTczoKc8X,candido mota,SP
VVi7LcQWsLXy,diadema,SP
THwtdnUpryVh,anapolis,GO
svGujovbNHKC,rio de janeiro,RJ
unIMCbCXe5if,macae,RJ
pqcNrDXqyaa7,nova odessa,SP
qSJMxyIRgqMv,manhuacu,MG
jbAlXIR6tHki,ouro branco,MG
pM9iTfuaGIlw,paulinia,SP
J3O3EA3i8uiB,braganca paulista,SP
ORfojmb2nofi,jaguarao,RS
KcXt81a0oOq6,rio de janeiro,RJ
BYiwyImPainV,belo horizonte,MG
bkTSQzLkjNDh,barueri,SP
zO8vG2oJr2WE,campinas,SP
SnfdlIiXHbjL,curitiba,PR
FzlNq5gAng2f,sao paulo,SP
mGzqZmvhCWbt,sao paulo,SP
Ks8Pnw5X6EX3,cascavel,PR
CWkOkSDsfRxK,vitoria,ES
7oHLTCgNwyiI,colinas,MA
2y2mvmsZDBW2,cariacica,ES
Pw9vreERGvhV,rio de janeiro,RJ
rpe97lrowmPD,valinhos,SP
lPk3stewdbFN,campinas,SP
8168xbIAzCDU,sao paulo,SP
4pkGlyynxO1g,sao paulo,SP
Azp9sBY1FmF4,bastos,SP
0zKOIxoxBEVE,sao carlos,SP
p47vxkzGnNM7,sao luis,MA
pPwNnj7uxIsY,vinhedo,SP
LBKQ5TP94n1i,sao jose do rio preto,SP
ozVXMhhcRH3u,florianopolis,SC
MUv7JZGA8Gkw,mendes,RJ
oNr5Upuj0hQ8,santos dumont,MG
XLkaJZVOWZaw,goiania,GO
o4in0hTqcqrj,campinas,SP
EtNrpQ7HVMgr,osasco,SP
uJI1a5TJwM9p,santo andre,SP
bJ1Da4qon0CE,esteio,RS
4qQVOa8TKiDU,caxambu,MG
weIeT7C97Bin,itaituba,PA
bIVD9AqtOKKW,carmo da cachoeira,MG
RStE4uFoLC7F,ponta grossa,PR
W4K0MA3oHO3X,juiz de fora,MG
Ue3pWwtVnnOZ,apucarana,PR
SMT3FgEnNNOC,feira de santana,BA
ypdV8llIxsHF,belo horizonte,MG
WlsFPZ0CSwK7,vitoria,ES
8HapScXFwjx8,sao joao do oriente,MG
gKc8jKJAl6Ba,guararema,SP
bxze5RtGWz6T,januaria,MG
M2JmMLXfF8TJ,sao paulo,SP
rrVfXqrUZOCy,cabreuva,SP
huNAFAXpBL83,santo andre,SP
JSiLzHMjd8n8,sao paulo,SP
mUp6G5dpKf01,pontal,SP
N0pT28mA3fXD,rio de janeiro,RJ
I3hfqROvPMpb,caieiras,SP
xHCuj4jL6PtQ,rio de janeiro,RJ
66vEp3JdIMOH,curitiba,PR
B7AaPSnw30nd,sao paulo,SP
o7uYkceNxfVo,passa quatro,MG
d2EVZPvb7Nvq,toledo,PR
gJVHgc9A9O4F,guarulhos,SP
i0uSpEqnO3FC,sao paulo,SP
LnMQHEesvmsQ,sao bernardo do campo,SP
89SxITWXtrLB,salvador,BA
h9zig3gVIwvf,rio de janeiro,RJ
TRA9zDHTjWTE,curitiba,PR
ffq52yiHmhOS,miguel pereira,RJ
FWHG0euZtCWW,rio de janeiro,RJ
XEAxecG1wmwA,sorocaba,SP
DoL3PK6utxj3,campinas,SP
oNSTRGckVTCX,queimados,RJ
EItzCtxBsTUq,sao paulo,SP
OnFrKb69DC2O,rio de janeiro,RJ
9LdADels8DOj,barra do pirai,RJ
MpeDUhAl71bK,rio de janeiro,RJ
tJKXTG59VV58,aracaju,SE
29mZ4ysTzxxo,dourado,SP
47b6k4kMW90F,caetite,BA
9PnhcoAXEVWh,rio de janeiro,RJ
D19qFyz2yMF3,pinhais,PR
te5fTBa9xbQY,sao paulo,SP
KdS5Q8c1YQjR,aracaju,SE
pBgHB7LLg6I4,braganca paulista,SP
hdhXePheaY4l,guaruja,SP
DNccurIoOeUl,sao paulo,SP
8b88D32kn1tJ,sao jose dos pinhais,PR
tDJZUtzGws5f,sao paulo,SP
ETrX8SKCKSN1,sao paulo,SP
IY5WtRAtR9pN,sao carlos,SP
OUev8VVhgm0l,sao paulo,SP
gqqMenmX3fYY,sao paulo,SP
qePQpCvhDJ1B,sao paulo,SP
y7d6gyxaHtxQ,campinas,SP
QpVBPCK8GaSW,feira de santana,BA
lMd4ubBuHoa8,franco da rocha,SP
5Q4YsGwiEGE5,aripuana,MT
QjkIgJjgkxw5,barueri,SP
u9mbjiJbw39J,passo fundo,RS
Z5NxTCo6ETdo,diadema,SP
056pmMay3lVU,sao paulo,SP
zYlRBaXNCQOB,sao paulo,SP
paUCmnL2FkY1,rio de janeiro,RJ
kGDQ1vxfy2Bn,catanduva,SP
2HsYaLISymWJ,sorocaba,SP
OIQfrGCnHucg,tupa,SP
Ari33QAKVBjU,guarulhos,SP
83hqANN0WeCz,sao paulo,SP
NaHjkBHnxJvu,cachoeira alta,GO
2bYZtGm5JSqL,sao jose dos pinhais,PR
2gw95z01xWF4,barra de sao joao,RJ
mdZUBo4iawho,alcinopolis,MS
uvTiKISFfsVk,rio de janeiro,RJ
hYOfDuVekWGT,belo horizonte,MG
1axANcJ6QfiD,sao paulo,SP
Im6FLxrauTPc,suzano,SP
ZvIOLeUbA0sm,carapicuiba,SP
Mrf6XxxkVCJd,cuiaba,MT
ssHJlWvua5sN,rio de janeiro,RJ
rs3OzrtOhRSB,uberlandia,MG
Wa5CWESihc7u,goiania,GO
hD1C0ftqSfB5,sao paulo,SP
gUAeM3NRvnqu,teresina,PI
RiZKHcZNa9Mq,rio casca,MG
PzmlxrpzM7H0,taubate,SP
dBWftdi1VhaB,lagoa santa,MG
mz7DzIgRgP4N,uberlandia,MG
5oB3I8EPuDC4,salvador,BA
NfS6f1YKi8pM,sao paulo,SP
iIPzOHE79qP3,paracatu,MG
CdpYbT2oBca6,atibaia,SP
x6OkC5paX3k9,brotas,SP
uyQKmVwZHwsX,serrana,SP
wFk8h3YSwQ80,atibaia,SP
yHpMOB6Cb2ut,sao paulo,SP
8yYItaQa5Q5p,sertaozinho,SP
SrcmOHUBq5Io,uberaba,MG
E6Bsikh9ZdLd,rio de janeiro,RJ
DZCTMEVZE2QV,itapevi,SP
y2iGrf9us8HZ,belem,PA
hixxrnGsmAsG,sorocaba,SP
MCe8gMII3GqA,taboao da serra,SP
EaqyWWjdqaEQ,santos,SP
VoLSSHwUyP5x,santa luzia,MG
rjRAnGeNzq3R,caxias do sul,RS
UjagFsWteBPf,sao paulo,SP
AuxNB9UI2MRx,itamarandiba,MG
sjmBS2GJTejn,sao paulo,SP
QbPeFYNYetpA,contagem,MG
U2AsywDe8Nlh,campinas,SP
iL2pHXsM89Qc,para de minas,MG
TBRGUnBQ4rZe,itabuna,BA
e23kjouQ0vcX,sao paulo,SP
ouWlvOODkGwe,pocos de caldas,MG
nJIi91Y3GukV,sao paulo,SP
1UjcFUMJ2WKY,cascavel,PR
J74GUb8NMb39,rio de janeiro,RJ
l2MEpWCIWuYP,timbo,SC
gwJG7gxuKys1,jaguariuna,SP
CHSjPdBMS9v2,joao monlevade,MG
dkjRaejEKnZz,rio de janeiro,RJ
CO1IhkTfpOEK,boa vista,RR
jYCh8zdf7gOX,sao paulo,SP
hGDj8SNxfTsy,rio de janeiro,RJ
S0tAcmf7lvg5,rio das ostras,RJ
FS8ztUxsYMih,jacarei,SP
oHIlgE9dCX7s,sao paulo,SP
lOBbRnjgTFAx,rio bonito,RJ
4YmOaoglr0uS,rio de janeiro,RJ
qIplZNWqttb4,presidente epitacio,SP
lHrnwa5zjoIy,sao paulo,SP
FZGXInQl4tOy,belo horizonte,MG
cvyM2X7twNsh,jaboatao dos guararapes,PE
SgO1sWvkycBH,sao joao de meriti,RJ
9GZojVKnP8oC,rio de janeiro,RJ
9lrNY7sFfajh,santa maria,RS
YUOGHH5QHw1E,sao paulo,SP
yLJpThMBstK0,paracatu,MG
WoClfc2RUkj4,rio de janeiro,RJ
geeDZ6vFW6SI,belo horizonte,MG
oHiWFO7oxUr2,campos do jordao,SP
RwtE2MGEkGu3,sao paulo,SP
w4ywKY2AuNVp,galia,SP
RzIhFkUOA70n,belo horizonte,MG
2qR15gds8iol,brasilia,DF
JEL8JpDacl9q,sao paulo,SP
4oOXY5XtYm6H,extrema,MG
vwLqzy2UOtkP,feira de santana,BA
jPCyAdnUVS1A,cotia,SP
Xg7f0ZiIoD1R,praia grande,SC
3rMkIfsNuic3,betim,MG
R32htzLn2wsI,sao paulo,SP
tPRSqtfHkhWa,sao paulo,SP
zu4OmDCheA9l,sao paulo,SP
AjbhsIyQSM95,concordia,SC
OYABO3KuaYiN,niteroi,RJ
wP9giIEgzO3l,sao paulo,SP
g3QbtCRdKImA,cotia,SP
y97X6xkuGYm1,francisco beltrao,PR
GVCZwBsSkqna,petrolina,PE
hlzYnkaEh376,curitiba,PR
G4gyqfMRVAxO,sao sebastiao do paraiso,MG
CnOCQ8KNLPip,rio de janeiro,RJ
Gz9LLn75AOIW,sao bernardo do campo,SP
qOIHeQm5o4Vs,belo horizonte,MG
DRmEDIc0nyaJ,rio de janeiro,RJ
z6iuk3BpNZkS,teofilo otoni,MG
