order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date,delivery_delay,delivery_time,order_year_month,order_year,order_month,customer_zip_code_prefix,customer_city,customer_state
WjW3X1ODzsXd,2cy8JRCfj73t,delivered,2018-02-23 09:57:43,2018-02-23 10:10:20,2018-04-08 19:17:34,2018-03-16,23.0,44.0,2018-02,2018,2,23028,rio de janeiro,RJ
yE4Dno1yNRbB,fmT5bDzLgbnG,delivered,2017-08-23 07:40:35,2017-08-24 13:50:18,2017-09-08 20:43:35,2017-09-13,-5.0,16.0,2017-08,2017,8,12423,guaratingueta,SP
vxtvaNvZNfSU,tlmKlXXhrZxj,delivered,2018-05-02 13:54:46,2018-05-02 15:40:31,2018-05-08 23:38:46,2018-05-18,-10.0,6.0,2018-05,2018,5,57380,uba,MG
OeIkzlUg6jIU,eBST01iWt53o,shipped,2018-05-14 09:17:04,2018-05-14 09:32:25,,2018-06-04,,,2018-05,2018,5,89590,rolandia,PR
GHIGaDKNZt16,6frPgCQz02oH,delivered,2018-04-23 10:39:30,2018-04-24 18:30:30,2018-04-30 19:36:43,2018-05-09,-9.0,7.0,2018-04,2018,4,5894,curitiba,PR
ll0xkMxAZSBI,ZCD7bxYVDxh4,delivered,2018-01-26 18:43:05,2018-01-26 18:52:06,2018-02-05 19:34:23,2018-03-05,-28.0,10.0,2018-01,2018,1,37860,rio de janeiro,RJ
5VKbrancCZyl,DKiB1eeb6zmn,delivered,2017-08-29 20:30:46,2017-08-29 20:44:18,2017-09-15 12:53:40,2017-09-19,-4.0,16.0,2017-08,2017,8,5707,conselheiro lafaiete,MG
7VHYuRLKhT7p,uPxk0CyioIGT,delivered,2017-09-18 23:33:56,2017-09-20 00:46:45,2017-09-28 17:05:04,2017-10-04,-6.0,9.0,2017-09,2017,9,93050,tambau,SP
IvltY0SW2THt,JQFC196ZaISn,delivered,2018-08-07 16:20:01,2018-08-08 03:24:58,2018-08-11 12:06:22,2018-08-16,-5.0,3.0,2018-08,2018,8,70238,campinas,SP
ADdy33RQdtxK,K6Bl3n8xa1BX,delivered,2017-12-21 12:59:46,2017-12-21 13:10:27,2017-12-22 19:48:00,2018-01-10,-19.0,1.0,2017-12,2017,12,74605,mogi das cruzes,SP
HAs4wZwb1nXX,iWrKOogWvMA9,delivered,2017-12-06 19:02:05,2017-12-06 19:13:36,2017-12-17 13:08:40,2018-01-10,-24.0,10.0,2017-12,2017,12,4605,sumare,SP
rGDIME3AJd7y,suEuZHQgP0CN,delivered,2017-11-27 16:05:00,2017-11-27 16:15:32,2017-12-27 14:14:38,2017-12-27,0.0,29.0,2017-11,2017,11,4040,ipecaeta,BA
ToqPYuhDO8gU,E9glJ8SanQOr,delivered,2018-05-19 18:32:49,2018-05-19 18:58:33,2018-05-23 19:24:54,2018-05-30,-7.0,4.0,2018-05,2018,5,13207,limeira,SP
Av5km88oYo0T,zXliGbg6EkpL,delivered,2017-12-10 20:28:09,2017-12-10 20:35:22,2017-12-23 17:18:48,2018-01-04,-12.0,12.0,2017-12,2017,12,3033,martinopolis,SP
Km8Pk1TrRiii,Deus62utD9Fy,delivered,2018-01-11 22:51:26,2018-01-11 22:58:35,2018-01-16 22:10:58,2018-01-26,-10.0,4.0,2018-01,2018,1,13640,rio de janeiro,RJ
rAop1kyPXG9i,qUFDG5wbuLUe,delivered,2017-04-11 13:00:12,2017-04-11 13:10:17,2017-04-28 11:42:45,2017-05-08,-10.0,16.0,2017-04,2017,4,30730,duque de caxias,RJ
ccGM4oSitvu6,NTamTnXM1t5u,delivered,2017-11-24 10:53:10,2017-11-24 12:32:11,2017-12-07 21:57:06,2017-12-14,-7.0,13.0,2017-11,2017,11,48840,rio de janeiro,RJ
BCJ8DiEkD9z9,N86BS9viBRQH,delivered,2018-06-12 12:51:41,2018-06-12 13:24:28,2018-06-22 22:26:23,2018-07-12,-20.0,10.0,2018-06,2018,6,26088,brusque,SC
WY4aFnCtFrfh,ENs8DzwPW6fo,delivered,2017-05-10 16:06:48,2017-05-10 16:22:43,2017-05-18 14:49:57,2017-06-01,-14.0,7.0,2017-05,2017,5,12228,pedro leopoldo,MG
8Y30UwAyobrp,mZRnEDxlaFwK,delivered,2018-08-25 21:20:50,2018-08-25 21:30:15,2018-08-29 18:19:41,2018-09-03,-5.0,3.0,2018-08,2018,8,79640,paulinia,SP
wx7VmGSYzu8X,HgI8TUilHL6Q,delivered,2017-07-04 20:32:22,2017-07-05 17:38:28,2017-07-12 20:42:56,2017-07-26,-14.0,8.0,2017-07,2017,7,3715,sao paulo,SP
mdDL5mP0J9xI,NumKAm4YjHfn,delivered,2018-05-12 14:58:30,2018-05-12 15:22:42,2018-05-18 16:46:09,2018-05-28,-10.0,6.0,2018-05,2018,5,82920,sete lagoas,MG
V9VMHsAR1uyK,Hk00BeBIOYiO,delivered,2017-05-03 13:39:40,2017-05-03 14:02:44,2017-05-16 10:39:51,2017-05-26,-10.0,12.0,2017-05,2017,5,28555,caiana,MG
I4eYW7uvYnpB,pazlzWMvk238,delivered,2017-12-14 14:07:48,2017-12-14 14:31:42,2017-12-27 16:59:13,2018-01-10,-14.0,13.0,2017-12,2017,12,19026,vitoria,ES
DuA12n4QsYDP,hXA9ASzPQVC6,delivered,2017-04-08 00:04:45,2017-04-08 01:01:21,2017-04-18 13:54:52,2017-05-02,-14.0,10.0,2017-04,2017,4,6010,uberlandia,MG
ZRgdnxEbthqy,QA7LdwHd8ZhK,delivered,2018-08-04 16:55:24,2018-08-04 17:10:08,2018-09-03 15:24:34,2018-08-14,20.0,29.0,2018-08,2018,8,41600,rio de janeiro,RJ
eF9LYpUaLuiu,08KWYgTltjc9,delivered,2018-02-24 19:47:30,2018-02-24 19:55:45,2018-03-23 14:48:23,2018-03-27,-4.0,26.0,2018-02,2018,2,20090,dona emma,SC
aNHcai9WZCWf,azlRZVLpUHNM,delivered,2018-05-10 16:40:15,2018-05-10 16:58:46,2018-05-18 14:33:32,2018-05-23,-5.0,7.0,2018-05,2018,5,79640,paulinia,SP
bShktulFDUcy,iT6M7y1sXxV3,canceled,2017-11-14 19:30:10,2017-11-14 19:50:28,,2017-11-28,,,2017-11,2017,11,3021,itu,SP
H2od2Nkasd8v,bQ1GRDultbWJ,delivered,2017-12-02 16:07:33,2017-12-02 16:17:31,2017-12-08 19:21:21,2017-12-20,-12.0,6.0,2017-12,2017,12,30451,sao paulo,SP
XDVqh3AbCSut,8HbdVLTILykp,delivered,2017-06-12 10:26:05,2017-06-12 10:35:09,2017-06-19 15:17:44,2017-07-03,-14.0,7.0,2017-06,2017,6,17505,mairipora,SP
YejuYwqDpQsv,7fgsQ2oegIKr,delivered,2017-05-29 15:36:07,2017-05-29 15:50:21,2017-06-08 15:33:36,2017-06-21,-13.0,9.0,2017-05,2017,5,33805,jaragua do sul,SC
2h4bcQvreVpR,DECWxuujEZxr,delivered,2018-03-06 20:20:40,2018-03-06 20:30:36,2018-03-13 15:44:36,2018-03-20,-7.0,6.0,2018-03,2018,3,2913,sao paulo,SP
jHMjNEywp502,J1aU42WCD5Wf,delivered,2017-10-03 13:02:29,2017-10-03 13:14:15,2017-10-30 21:12:53,2017-11-01,-2.0,27.0,2017-10,2017,10,3112,armacao dos buzios,RJ
UNfPleO5kQ8B,PvL11DUXDwR8,delivered,2017-02-21 14:25:22,2017-02-22 14:30:19,2017-03-03 13:45:57,2017-03-22,-19.0,9.0,2017-02,2017,2,34700,rio de janeiro,RJ
gk6Os6fQ0BXt,yuPSU7RCj2ld,delivered,2018-03-25 14:34:14,2018-03-25 14:48:07,2018-04-02 17:25:29,2018-04-19,-17.0,8.0,2018-03,2018,3,13428,sao paulo,SP
NUS5cYNBPZvF,QCEqtfx3wW3F,delivered,2018-04-25 09:00:27,2018-04-25 09:15:13,2018-05-10 00:25:27,2018-05-16,-6.0,14.0,2018-04,2018,4,70873,sao goncalo,RJ
SSYb5TL40hGZ,sSBxOPNTGbK2,delivered,2018-05-07 13:02:38,2018-05-07 16:33:51,2018-05-11 18:05:07,2018-05-30,-19.0,4.0,2018-05,2018,5,74932,cornelio procopio,PR
QtwQvVeqahi4,HPgIjQTajgRV,delivered,2017-11-28 18:18:39,2017-11-30 02:25:11,2017-12-11 20:14:36,2017-12-21,-10.0,13.0,2017-11,2017,11,48895,ouro branco,MG
mJ317bOvE8eq,gSe9gD4Oaman,delivered,2017-10-14 10:17:15,2017-10-17 04:25:08,2017-10-26 22:46:11,2017-11-10,-15.0,12.0,2017-10,2017,10,84168,salvador,BA
9p7NqkBasOR5,s8n15q3BRd7N,delivered,2017-11-24 23:09:45,2017-11-25 01:19:31,2017-12-02 01:12:10,2017-12-08,-6.0,7.0,2017-11,2017,11,85615,ribeirao das neves,MG
G1VzWg6LJOdS,mQITARMl49wC,delivered,2017-10-04 20:11:47,2017-10-04 20:28:11,2017-10-09 16:50:11,2017-10-23,-14.0,4.0,2017-10,2017,10,86935,sao paulo,SP
xr2ZDsiRE7eb,sNnT0k87URLf,delivered,2017-07-12 16:04:41,2017-07-12 16:23:45,2017-07-17 22:08:45,2017-07-25,-8.0,5.0,2017-07,2017,7,29303,suzano,SP
VCc2VIuhmVw8,qaB1dhqXbmeg,delivered,2018-08-06 00:59:11,2018-08-06 01:10:12,2018-08-14 22:46:56,2018-08-21,-7.0,8.0,2018-08,2018,8,66814,itajai,SC
b4fRC5ZgVy5h,SAyeKWjeXruk,delivered,2018-03-17 18:42:19,2018-03-20 03:50:32,2018-03-27 20:38:39,2018-04-12,-16.0,10.0,2018-03,2018,3,72405,schroeder,SC
XNvVduB7xNkN,SZz7gZYleRDo,delivered,2018-03-23 13:31:27,2018-03-23 13:48:51,2018-04-10 18:28:32,2018-04-11,-1.0,18.0,2018-03,2018,3,48895,ouro branco,MG
zVegcejuIF0a,qFv1PD8xUvoL,delivered,2018-03-02 13:34:44,2018-03-02 13:55:13,2018-03-17 15:03:39,2018-03-23,-6.0,15.0,2018-03,2018,3,65603,itajai,SC
JFWU8cyQXBLw,o8ZsfpnwtITi,delivered,2018-03-03 15:25:40,2018-03-03 15:35:28,2018-03-14 01:48:48,2018-03-21,-7.0,10.0,2018-03,2018,3,1501,ubatuba,SP
5Mb0N4TF1Bht,0FCdE31cCL3t,delivered,2017-10-25 06:25:04,2017-10-25 06:49:15,2017-11-01 19:42:01,2017-11-21,-20.0,7.0,2017-10,2017,10,65940,embu das artes,SP
iUxuzWMqbnFT,aLPXmLS17112,delivered,2018-07-25 15:35:55,2018-07-25 15:50:19,2018-07-30 20:04:34,2018-08-08,-9.0,5.0,2018-07,2018,7,20710,sao paulo,SP
aIciZndVCHdi,DSn3jyX7mrA6,delivered,2018-06-24 17:20:56,2018-06-24 17:35:17,2018-06-26 16:08:48,2018-07-13,-17.0,1.0,2018-06,2018,6,1518,sao paulo,SP
dXKLDaH9NUmj,9u4UCqu8yMAa,delivered,2018-03-27 17:42:37,2018-03-27 17:50:20,2018-04-18 20:13:47,2018-04-23,-5.0,22.0,2018-03,2018,3,55250,itabira,MG
cneDGddQDz1A,ZcJf3iZzLr4n,delivered,2017-10-28 19:53:46,2017-10-28 20:05:47,2017-11-14 20:58:47,2017-12-19,-35.0,17.0,2017-10,2017,10,2962,mirante da serra,RO
oaJYQgyA0tG1,VKUpbWsM2fQj,delivered,2017-09-05 08:40:16,2017-09-05 08:50:21,2017-09-21 15:22:28,2017-09-25,-4.0,16.0,2017-09,2017,9,21630,rio de janeiro,RJ
S9elWR1oA9Tu,lEXNrzWp62uC,delivered,2018-04-19 21:00:58,2018-04-19 21:10:19,2018-05-02 15:38:36,2018-05-16,-14.0,12.0,2018-04,2018,4,25046,porto alegre,RS
hZBTzmFDQqio,koaSHdM8Mtcd,delivered,2018-02-12 22:46:28,2018-02-12 23:08:06,2018-03-01 14:31:23,2018-03-08,-7.0,16.0,2018-02,2018,2,4643,brasilia,DF
xm60EjPKll8s,YPBEWrMCPZPo,delivered,2018-04-14 18:19:52,2018-04-14 18:31:25,2018-04-24 21:08:50,2018-05-09,-15.0,10.0,2018-04,2018,4,39960,botucatu,SP
HmtlTWKPetRx,8hACxUYyzXPa,delivered,2018-05-14 17:25:13,2018-05-15 03:56:04,2018-05-23 22:51:51,2018-06-26,-34.0,9.0,2018-05,2018,5,31030,rio de janeiro,RJ
gAETM0HmxPCS,AJsoQsPt8Aar,delivered,2017-07-16 12:04:19,2017-07-18 06:05:44,2017-07-31 17:20:09,2017-08-04,-4.0,15.0,2017-07,2017,7,3963,vinhedo,SP
FDYITMumtVjE,emhJ4MMMd3pq,shipped,2018-01-30 22:38:22,2018-01-30 22:52:50,,2018-02-23,,,2018-01,2018,1,18409,macae,RJ
aqGk9XUtelJe,0rj7viWKsCUH,delivered,2017-03-13 17:03:55,2017-03-13 17:03:55,2017-03-22 09:14:45,2017-03-30,-8.0,8.0,2017-03,2017,3,74393,sao paulo,SP
f40pFwRAAu59,cQpFDizJRG8l,delivered,2017-05-18 20:51:06,2017-05-18 21:02:53,2017-06-02 11:26:06,2017-06-09,-7.0,14.0,2017-05,2017,5,36913,coromandel,MG
2tJNqcZ9kUNl,V3rfmlyqH8cF,delivered,2018-01-17 01:19:19,2018-01-17 01:30:23,2018-01-23 22:38:54,2018-02-16,-24.0,6.0,2018-01,2018,1,25980,campinas,SP
mEOrZH36TIcw,cCSb5ibhZ4qc,delivered,2017-12-13 12:18:06,2017-12-15 02:15:57,2017-12-27 16:15:33,2018-01-09,-13.0,14.0,2017-12,2017,12,87502,boa esperanca do sul,SP
b1PBnkSNULrF,Cggt8VQark9E,delivered,2018-01-11 07:36:59,2018-01-12 03:32:29,2018-02-05 19:43:10,2018-02-16,-11.0,25.0,2018-01,2018,1,26196,bom despacho,MG
uxOMduLKk4s7,aOrXkF4iKh6r,delivered,2017-12-02 10:37:58,2017-12-02 10:57:14,2017-12-15 20:12:07,2018-01-04,-20.0,13.0,2017-12,2017,12,13234,rio de janeiro,RJ
6o8rwtB5h6e8,qaYJDFwbEBAK,delivered,2018-01-06 17:14:01,2018-01-09 07:25:37,2018-01-12 20:46:49,2018-01-31,-19.0,6.0,2018-01,2018,1,3479,sao paulo,SP
QEtRU2P8oAbS,NVGQoQbIlUk9,delivered,2018-04-30 13:43:45,2018-04-30 14:14:27,2018-05-03 18:32:08,2018-05-15,-12.0,3.0,2018-04,2018,4,1013,sao paulo,SP
QAyyiwwZPETF,qXyA47XFvXfd,delivered,2017-08-06 15:51:56,2017-08-06 16:05:49,2017-08-10 17:12:30,2017-08-29,-19.0,4.0,2017-08,2017,8,55750,botelhos,MG
DfIGBX30Vdqb,Y4aPrXJO2cJh,delivered,2017-03-15 22:59:23,2017-03-15 22:59:23,2017-04-04 15:41:39,2017-04-11,-7.0,19.0,2017-03,2017,3,78240,tijucas,SC
M271TsldJoo4,xVWxDEzHlUfU,delivered,2017-01-29 19:59:20,2017-01-31 04:38:44,2017-02-13 05:58:56,2017-03-16,-31.0,14.0,2017-01,2017,1,2220,itajai,SC
eKC0wvF5QhFq,TZWHQPG70UTI,delivered,2017-12-22 14:18:43,2017-12-23 02:15:38,2018-01-03 12:27:47,2018-01-18,-15.0,11.0,2017-12,2017,12,1233,sao joaquim da barra,SP
hjINp8Diwtq1,QuxVLNq2raLk,delivered,2018-05-21 09:38:36,2018-05-22 08:16:34,2018-06-05 21:41:58,2018-06-07,-2.0,15.0,2018-05,2018,5,3560,sao paulo,SP
CIwi8g402k5s,aoO4cL2r4HhP,delivered,2017-09-26 19:17:06,2017-09-27 03:34:31,2017-10-04 21:03:05,2017-10-23,-19.0,8.0,2017-09,2017,9,36546,ribeirao das neves,MG
b0DKx7ckUmym,qrZfsqUvLtLd,delivered,2017-12-03 23:14:29,2017-12-04 00:21:34,2017-12-08 21:56:49,2017-12-20,-12.0,4.0,2017-12,2017,12,14990,diadema,SP
Ow2E1AteG7KH,ymKsmVQ1bCMG,delivered,2017-09-12 19:10:06,2017-09-12 19:24:28,2017-09-26 16:15:12,2017-10-05,-9.0,13.0,2017-09,2017,9,6240,joao pessoa,PB
jtbTakdAU788,tvpazxhkQYkE,delivered,2018-02-18 01:17:37,2018-02-18 01:30:41,2018-03-01 13:09:10,2018-03-13,-12.0,11.0,2018-02,2018,2,13044,niteroi,RJ
DDZw6KLh0N1e,NeAxhv4CO3YN,delivered,2018-07-21 15:01:31,2018-07-26 23:32:08,2018-07-26 16:58:30,2018-08-01,-6.0,5.0,2018-07,2018,7,1140,sao paulo,SP
6qlVL6IvNxkS,Urj5ZmHTIzvW,delivered,2018-06-10 19:47:52,2018-06-10 20:17:18,2018-06-18 15:48:58,2018-06-28,-10.0,7.0,2018-06,2018,6,58195,fernandopolis,SP
5rlaWksiDaRx,AbLwGEs2Vedg,delivered,2018-03-01 00:15:48,2018-03-01 00:31:17,2018-03-09 18:08:34,2018-03-21,-12.0,8.0,2018-03,2018,3,6415,sao bernardo do campo,SP
Qr8MA6SN48Vf,woyfHskMAnMj,delivered,2018-07-30 15:02:13,2018-08-01 02:44:09,2018-08-13 22:48:30,2018-08-22,-9.0,14.0,2018-07,2018,7,7991,rio de janeiro,RJ
QB09VnSrIcCM,lzaKMbD9XX1h,delivered,2017-11-09 10:48:18,2017-11-09 11:10:59,2017-11-27 17:48:57,2017-12-05,-8.0,18.0,2017-11,2017,11,13307,criciuma,SC
uvj6mXpwjioR,eZEDZ0Vi27ps,delivered,2018-05-02 09:35:22,2018-05-02 09:57:25,2018-05-10 21:38:47,2018-06-08,-29.0,8.0,2018-05,2018,5,31844,rio de janeiro,RJ
ZTjimxYW9rqx,JpPFRi2xJI7C,delivered,2018-06-04 16:58:20,2018-06-04 17:10:53,2018-06-11 18:48:46,2018-07-17,-36.0,7.0,2018-06,2018,6,98860,petropolis,RJ
LQCcFuhCYOkM,d1f5ROjV5w96,delivered,2017-03-01 19:01:12,2017-03-02 03:41:43,2017-03-20 08:42:03,2017-03-28,-8.0,18.0,2017-03,2017,3,90040,pelotas,RS
Ah8Mye6R8mwc,zo3m4QiFLH1W,delivered,2017-03-07 12:16:36,2017-03-07 12:32:23,2017-03-13 06:03:17,2017-03-24,-11.0,5.0,2017-03,2017,3,5765,sao paulo,SP
HhGcAijvcY6S,0HaIgkojT3lk,delivered,2017-05-22 16:30:28,2017-05-22 16:45:13,2017-05-29 09:43:44,2017-06-13,-15.0,6.0,2017-05,2017,5,26196,bom despacho,MG
VT9wuGWx5GEE,E8ZUJate29mx,delivered,2017-04-26 13:51:45,2017-04-26 14:05:13,2017-05-12 08:23:30,2017-05-31,-19.0,15.0,2017-04,2017,4,9960,simoes filho,BA
9f0LgdlohUt0,hccIEddgk0rQ,delivered,2018-05-19 11:23:11,2018-05-22 07:55:09,2018-05-23 21:36:33,2018-06-05,-13.0,4.0,2018-05,2018,5,5407,suzano,SP
iT2IdEtMmTkh,SqlzUohrXVCY,delivered,2017-09-25 11:16:58,2017-09-25 11:30:29,2017-10-19 18:19:54,2017-10-26,-7.0,24.0,2017-09,2017,9,17054,lucas do rio verde,MT
8ZPeOpoB6FUp,UcuOn3loMaLn,delivered,2018-07-25 08:25:06,2018-07-25 08:35:15,2018-08-07 21:04:09,2018-08-14,-7.0,13.0,2018-07,2018,7,2858,lauro de freitas,BA
3bQahyygxtTA,7BhTJDFKfMNV,delivered,2018-05-01 14:30:35,2018-05-01 14:55:16,2018-05-03 15:14:53,2018-05-21,-18.0,2.0,2018-05,2018,5,75901,sao paulo,SP
BN1hbimxglG2,U5zvg756JulW,delivered,2018-08-17 00:42:32,2018-08-18 08:49:52,2018-08-24 17:37:26,2018-09-11,-18.0,7.0,2018-08,2018,8,11365,duque de caxias,RJ
PrVRqi8RMaN6,Epg47j84U9PK,delivered,2017-07-05 00:22:57,2017-07-05 17:39:36,2017-07-12 17:54:38,2017-07-25,-13.0,7.0,2017-07,2017,7,3505,sao paulo,SP
3bBXv8HS2Dxw,8ge6tk8sKYpW,delivered,2017-12-06 21:38:37,2017-12-06 21:52:52,2017-12-08 09:57:43,2017-12-22,-14.0,1.0,2017-12,2017,12,6503,sao paulo,SP
UT6RAD1RZXqW,hl6FpHZR0CJR,delivered,2018-06-13 14:00:15,2018-06-13 14:16:55,2018-06-20 16:34:39,2018-07-03,-13.0,7.0,2018-06,2018,6,25956,sao carlos,SP
Z1W9yfxIXGu4,GF6zrcNSTF5Q,delivered,2018-05-21 22:44:31,2018-05-22 01:53:35,2018-05-23 15:33:09,2018-05-29,-6.0,1.0,2018-05,2018,5,46550,sao paulo,SP
tJJpqPhBUQpw,dLoBqLhT8sqv,delivered,2018-05-21 11:39:50,2018-05-21 15:31:47,2018-05-24 18:21:44,2018-05-29,-5.0,3.0,2018-05,2018,5,88107,sao paulo,SP
greYT6ouJNY8,PMlDnBvGL1Ew,delivered,2018-06-05 09:21:25,2018-06-05 09:35:14,2018-06-09 19:47:37,2018-07-27,-48.0,4.0,2018-06,2018,6,28860,sao paulo,SP
mOZ8f9E2HLIS,44UqboepLaMb,delivered,2017-03-23 11:42:09,2017-03-23 11:55:14,2017-03-31 08:16:50,2017-04-18,-18.0,7.0,2017-03,2017,3,2363,santos,SP
JQloNkKrvFlG,X7h1tYhN2iw8,delivered,2018-03-03 19:54:34,2018-03-06 03:49:21,2018-03-07 22:43:25,2018-03-15,-8.0,4.0,2018-03,2018,3,79073,poa,SP
X7SkDkWQ1f6L,wxRTdHWp83oi,delivered,2017-10-16 15:29:43,2017-10-16 16:07:52,2017-10-27 18:43:56,2017-11-06,-10.0,11.0,2017-10,2017,10,4173,goiania,GO
NZvyqINNLrHT,3myKY0xlrBqL,delivered,2017-09-28 10:46:42,2017-09-28 11:04:39,2017-10-11 22:43:46,2017-10-31,-20.0,13.0,2017-09,2017,9,7952,fortaleza,CE
BE7DaNFXR6gE,C7tT0iHfUHGA,delivered,2018-07-20 11:39:02,2018-07-20 11:50:11,2018-07-28 01:28:34,2018-08-16,-19.0,7.0,2018-07,2018,7,85730,arenapolis,MT
qPPypWx3fJJY,rBOucHEyGHOj,delivered,2018-02-20 21:43:50,2018-02-22 02:15:42,2018-04-05 20:35:34,2018-03-19,17.0,43.0,2018-02,2018,2,2289,nova friburgo,RJ
O44Q4NBDFvpj,S2x2QXbyQI4F,delivered,2017-06-18 13:02:08,2017-06-18 13:15:26,2017-06-28 12:13:49,2017-07-11,-13.0,9.0,2017-06,2017,6,21833,taboao da serra,SP
MIJVsbl2EiMN,86Lw2A6YpvyT,delivered,2018-05-23 13:19:46,2018-05-23 14:14:23,2018-06-06 15:06:57,2018-06-22,-16.0,14.0,2018-05,2018,5,12906,goiania,GO
Gee7vsHk6Fec,VhN77zNseg2E,delivered,2017-07-17 13:32:55,2017-07-17 13:45:16,2017-08-08 19:20:11,2017-08-22,-14.0,22.0,2017-07,2017,7,8554,salvador,BA
Wvup6cRf6vQ5,1EwHcou49Nh0,delivered,2018-03-19 19:29:49,2018-03-21 02:49:03,2018-03-29 22:36:25,2018-04-10,-12.0,10.0,2018-03,2018,3,84261,teresina,PI
En5KlcGHEFc7,X5exhwaWDEW6,delivered,2018-04-02 10:54:09,2018-04-03 05:30:19,2018-04-17 01:46:42,2018-05-07,-20.0,14.0,2018-04,2018,4,31844,rio de janeiro,RJ
GGk4M1dZylVC,pTYviceacvGi,delivered,2017-07-20 08:41:22,2017-07-21 02:45:12,2017-07-26 21:10:40,2017-08-31,-36.0,6.0,2017-07,2017,7,9445,uberlandia,MG
ilXtQPeMGCEq,bJgxXjY5zFKs,delivered,2017-06-29 21:23:55,2017-07-01 04:43:25,2017-07-10 17:51:36,2017-07-19,-9.0,10.0,2017-06,2017,6,78745,aluminio,SP
GWjcOFZLHGiC,ccHvsPRpAUlG,delivered,2018-01-09 16:53:05,2018-01-09 17:09:02,2018-01-18 18:56:56,2018-02-07,-20.0,9.0,2018-01,2018,1,11700,santo antonio de jesus,BA
Vpl8ygt2umVc,Isgau5RCTyQf,delivered,2017-11-25 17:42:22,2017-11-28 03:21:57,2017-12-14 23:25:04,2017-12-15,-1.0,19.0,2017-11,2017,11,3573,rio de janeiro,RJ
gg55qADZyA3P,hpFdmzCwoGqw,delivered,2017-06-26 16:04:07,2017-06-26 16:15:21,2017-07-03 12:33:38,2017-07-14,-11.0,6.0,2017-06,2017,6,70712,piracicaba,SP
XRktK2eNYF1Z,14fXkWoby3Ld,delivered,2018-07-23 16:39:54,2018-07-24 08:31:39,2018-07-26 17:11:42,2018-07-31,-5.0,3.0,2018-07,2018,7,46425,sao paulo,SP
qcDviKx5JRkV,woIOrn2AvjBn,delivered,2018-01-08 15:00:56,2018-01-08 15:11:28,2018-01-15 17:02:24,2018-02-06,-22.0,7.0,2018-01,2018,1,27278,teresopolis,RJ
Y1bx2bFPpoeD,8PA3JfCy971d,delivered,2017-10-01 00:19:04,2017-10-01 00:35:17,2017-10-10 15:42:25,2017-10-18,-8.0,9.0,2017-10,2017,10,11542,sao paulo,SP
LM26H3yxDW9S,PY4gUjV9Yq7f,delivered,2017-02-02 12:31:44,2017-02-02 13:01:19,2017-02-15 15:43:39,2017-03-21,-34.0,13.0,2017-02,2017,2,80330,simao dias,SE
gmxbjXzgUTkw,7YNyuBWsTQTz,delivered,2017-12-11 20:47:16,2017-12-11 20:54:46,2017-12-20 21:04:24,2018-01-29,-40.0,9.0,2017-12,2017,12,35675,rondonopolis,MT
AhVdmzQdjotY,C3bK6Vm5yud5,delivered,2017-06-18 16:14:06,2017-06-20 11:25:31,2017-07-10 15:16:50,2017-07-27,-17.0,21.0,2017-06,2017,6,99740,pau brasil,BA
EiARKspd2PnI,Fai54Vv3YH4J,delivered,2018-02-21 15:23:21,2018-02-22 02:10:38,2018-03-08 10:24:53,2018-03-19,-11.0,14.0,2018-02,2018,2,56326,cianorte,PR
iBhjhrEb7jZP,OXF6AqEQdefK,delivered,2018-08-27 16:57:10,2018-08-27 17:10:29,2018-08-30 18:57:56,2018-08-31,-1.0,3.0,2018-08,2018,8,75095,sao paulo,SP
9nfcMHm2LkID,wuP8gTzcU2C7,delivered,2017-01-21 06:58:31,2017-01-21 07:10:09,2017-01-30 13:57:45,2017-03-21,-50.0,9.0,2017-01,2017,1,1122,mogi-guacu,SP
t3JKfPPVLUMV,6XDyaGGcWNn5,delivered,2018-05-18 17:24:11,2018-05-18 17:55:38,2018-06-05 15:38:26,2018-06-11,-6.0,17.0,2018-05,2018,5,80010,ibatiba,ES
OGkuc4GUlCyx,QNOaGx7ygdIW,delivered,2017-06-02 10:25:23,2017-06-06 13:10:39,2017-06-07 11:57:21,2017-06-16,-9.0,5.0,2017-06,2017,6,83410,sao paulo,SP
SRks43T7ZNel,THNmgiJCk7vU,shipped,2018-05-07 21:43:49,2018-05-07 21:55:07,,2018-05-17,,,2018-05,2018,5,6608,carapicuiba,SP
UzymVgKBDpdm,v8L3CMhGXVS1,delivered,2017-11-24 08:47:09,2017-11-24 09:51:57,2017-12-12 18:59:06,2017-12-15,-3.0,18.0,2017-11,2017,11,69086,niteroi,RJ
oOm689TwPATh,mfmt8NZZwwps,delivered,2018-08-09 12:37:17,2018-08-09 15:05:34,2018-08-15 15:35:47,2018-08-21,-6.0,6.0,2018-08,2018,8,66040,ribeirao preto,SP
L6lR52JZScEA,rpKU3n0PB0d3,delivered,2018-03-28 09:43:05,2018-03-28 09:55:21,2018-04-17 15:12:32,2018-04-23,-6.0,20.0,2018-03,2018,3,3616,brasilia,DF
djfCGRV7Tz18,L9kh28ZC1hpL,delivered,2017-01-20 21:20:07,2017-01-24 03:36:28,2017-01-28 11:34:03,2017-02-28,-31.0,7.0,2017-01,2017,1,40270,itapevi,SP
